appID,scores,name,owners,initialprice,discount,genre,percentPos,hasMult,numLang,avMedDiff,sameDevPub
1160750,0.844946937,Grim Clicker,"100,000 .. 200,000",0,0,Other,0.816581488,FALSE,2,0,TRUE
1161580,0.794531498,Hardspace: Shipbreaker,"200,000 .. 500,000",2499,0,Simulation,0.904813766,FALSE,9,54,FALSE
1162520,0.640464459,Richman10,"500,000 .. 1,000,000",1399,0,Casual,0.513189211,TRUE,3,195,FALSE
1172380,0.801311775,STAR WARS Jedi: Fallen Order,"1,000,000 .. 2,000,000",3999,0,Action,0.902219401,FALSE,13,174,FALSE
1172620,0.776420373,Sea of Thieves,"2,000,000 .. 5,000,000",3999,0,Action,0.901461501,TRUE,13,1887,FALSE
1174180,0.877097107,Red Dead Redemption 2,"2,000,000 .. 5,000,000",5999,33,Action,0.859024652,TRUE,13,2739,TRUE
1178400,0.79772575,Pro Cycling Manager 2020,"50,000 .. 100,000",3999,0,Simulation,0.857142857,FALSE,9,0,FALSE
1180380,0.898599239,Stay Out,"1,000,000 .. 2,000,000",0,0,Action,0.497639778,TRUE,2,30,TRUE
1199030,0.759255092,Tainted Grail: Conquest,"50,000 .. 100,000",1999,0,Action,0.899619245,FALSE,4,2531,FALSE
1209040,0.838891719,Cyber Hunter,"500,000 .. 1,000,000",0,0,Action,0.765844156,TRUE,12,-292,TRUE
12110,0.891618293,Grand Theft Auto: Vice City,"2,000,000 .. 5,000,000",999,0,Action,0.927513179,TRUE,5,110,TRUE
1211020,0.873688799,Wobbly Life,"200,000 .. 500,000",1099,0,Action,0.966555184,TRUE,1,464,TRUE
12120,0.890403436,Grand Theft Auto: San Andreas,"5,000,000 .. 10,000,000",1499,0,Action,0.914226234,TRUE,1,0,TRUE
1213210,0.78037119,Command & Conquer Remastered Collection,"1,000,000 .. 2,000,000",1999,0,Strategy,0.911280158,TRUE,8,480,TRUE
1213740,0.96031273,She Will Punish Them,"500,000 .. 1,000,000",1599,40,Action,0.922965116,FALSE,3,465,FALSE
1215390,0.938101325,Animal Revolt Battle Simulator,"100,000 .. 200,000",1499,0,Action,0.976686095,FALSE,10,65,TRUE
1217060,0.543384835,Gunfire Reborn,"1,000,000 .. 2,000,000",1199,0,Action,0.936139458,TRUE,17,0,TRUE
12210,0.866424223,Grand Theft Auto IV: The Complete Edition,"2,000,000 .. 5,000,000",1999,0,Action,0.744057691,TRUE,5,1776,TRUE
1222140,0.731406314,Detroit: Become Human,"500,000 .. 1,000,000",3999,0,Action,0.90617585,FALSE,24,1273,FALSE
1222670,0.87270945,The Sims 4,"1,000,000 .. 2,000,000",3999,0,Casual,0.895645208,TRUE,18,-90,TRUE
1222680,0.842018196,Need for Speed Heat,"1,000,000 .. 2,000,000",6999,0,Action,0.820915438,TRUE,13,554,FALSE
1222690,0.820460956,Dragon Age Inquisition,"200,000 .. 500,000",3999,0,Action,0.736183877,FALSE,9,157,FALSE
1222700,0.729559575,A Way Out,"1,000,000 .. 2,000,000",2999,0,Action,0.896431071,TRUE,8,-7,FALSE
1222800,0.829284564,VALKYRIE CONNECT,"100,000 .. 200,000",0,0,Adventure,0.808896211,TRUE,11,-81,FALSE
1237950,0.720899364,STAR WARS Battlefront II,"1,000,000 .. 2,000,000",3999,0,Action,0.895234249,TRUE,11,0,TRUE
1237970,0.75247546,Titanfall 2,"2,000,000 .. 5,000,000",2999,0,Action,0.962137167,TRUE,10,5,FALSE
1238000,0.804065105,Mass Effect: Andromeda Deluxe Edition,"1,000,000 .. 2,000,000",2999,0,Action,0.781765743,TRUE,8,497,FALSE
1238040,0.841468271,Dragon Age II,"200,000 .. 500,000",1999,0,Action,0.808671714,FALSE,7,27,FALSE
1238060,0.831379741,Dead Space 3,"500,000 .. 1,000,000",1999,0,Action,0.76774456,TRUE,6,0,FALSE
1238810,0.737451091,Battlefield V,"1,000,000 .. 2,000,000",4999,0,Action,0.665971546,TRUE,14,-232,FALSE
1238840,0.72566861,Battlefield 1 ,"1,000,000 .. 2,000,000",3999,0,Action,0.838351158,TRUE,13,2536,FALSE
1238860,0.752248259,Battlefield 4,"1,000,000 .. 2,000,000",3999,0,Action,0.861608538,TRUE,12,1113,FALSE
1250,0.808549165,Killing Floor,"2,000,000 .. 5,000,000",1999,0,Action,0.953643885,TRUE,8,454,FALSE
1252780,0.765560129,Bloons Monkey City,"200,000 .. 500,000",0,0,Action,0.910644911,TRUE,1,1619,TRUE
1256670,0.874031287,Library Of Ruina,"200,000 .. 500,000",2999,0,Other,0.904889484,FALSE,4,-142,TRUE
1258080,0.876520986,Shop Titans,"500,000 .. 1,000,000",0,0,Adventure,0.786549382,TRUE,12,-1435,TRUE
1262540,0.600714532,Need for Speed,"500,000 .. 1,000,000",2999,0,Action,0.704448787,TRUE,9,1031,TRUE
1275350,0.636497937,Ninja Kiwi Archive,"100,000 .. 200,000",0,0,Action,0.936424474,TRUE,1,-101,FALSE
1279610,0.891193502,PrprLive,"100,000 .. 200,000",0,0,Other,0.912681913,FALSE,3,-355,FALSE
1281630,0.87575827,Anno 1404 - History Edition,"100,000 .. 200,000",1499,0,Simulation,0.831950207,TRUE,8,57,TRUE
1283970,0.994162641,YoloMouse,"50,000 .. 100,000",399,0,Other,0.935416667,FALSE,1,-1158,FALSE
1284410,0.795494367,GWENT: The Witcher Card Game,"1,000,000 .. 2,000,000",0,0,Other,0.887709067,TRUE,12,1874,FALSE
1286830,0.865777521,STAR WARS: The Old Republic,"2,000,000 .. 5,000,000",0,0,Other,0.905746548,TRUE,3,0,TRUE
1318690,0.792334613,shapez.io,"100,000 .. 200,000",699,0,Casual,0.974637047,FALSE,24,1728,TRUE
15370,0.909399124,Heroes of Might & Magic V: Tribes of the East,"200,000 .. 500,000",999,0,Strategy,0.929265659,TRUE,5,-186,FALSE
15620,0.844118191,"Warhammer 40,000: Dawn of War II","2,000,000 .. 5,000,000",1999,0,Strategy,0.893731474,TRUE,5,780,TRUE
17390,0.891131619,SPORE,"1,000,000 .. 2,000,000",1999,0,Action,0.912855839,FALSE,15,1121,FALSE
17480,0.88722461,Command & Conquer: Red Alert 3,"500,000 .. 1,000,000",1999,0,Strategy,0.847803014,TRUE,9,560,FALSE
1840,0.91645521,Source Filmmaker,"1,000,000 .. 2,000,000",0,0,Other,0.933262752,FALSE,1,379,FALSE
1900,0.872354762,Earth 2160,"500,000 .. 1,000,000",499,0,Strategy,0.701159679,TRUE,8,570,FALSE
1930,0.879978281,Two Worlds Epic Edition,"500,000 .. 1,000,000",999,0,RPG,0.746416526,TRUE,8,6024,TRUE
200210,0.841457337,Realm of the Mad God Exalt,"2,000,000 .. 5,000,000",0,0,Action,0.845778017,TRUE,1,1135,FALSE
200260,0.904000304,Batman: Arkham City - Game of the Year Edition,"2,000,000 .. 5,000,000",1999,0,Action,0.957266685,TRUE,8,480,FALSE
200510,0.911333061,XCOM: Enemy Unknown,"2,000,000 .. 5,000,000",2999,0,Strategy,0.944968353,TRUE,10,1309,FALSE
200710,0.857212624,Torchlight II,"2,000,000 .. 5,000,000",1999,0,Action,0.93493414,TRUE,7,572,FALSE
201790,0.87350894,Orcs Must Die! 2,"2,000,000 .. 5,000,000",1499,0,Action,0.942354119,TRUE,9,770,FALSE
201810,0.866392812,Wolfenstein: The New Order,"2,000,000 .. 5,000,000",1999,0,Action,0.906160253,FALSE,7,499,TRUE
203160,0.86323964,Tomb Raider,"5,000,000 .. 10,000,000",1499,0,Action,0.963294348,TRUE,13,362,TRUE
203290,0.904877201,America's Army: Proving Grounds,"1,000,000 .. 2,000,000",0,0,Action,0.788471228,TRUE,1,333,FALSE
203770,0.881711789,Crusader Kings II,"2,000,000 .. 5,000,000",0,0,Other,0.899764904,TRUE,4,258,FALSE
204100,0.872330837,Max Payne 3,"1,000,000 .. 2,000,000",1999,65,Action,0.847830126,TRUE,10,38,TRUE
204360,0.872884581,Castle Crashers,"5,000,000 .. 10,000,000",1499,0,Action,0.961496871,TRUE,11,1724,FALSE
204880,0.866086246,Sins of a Solar Empire: Rebellion,"2,000,000 .. 5,000,000",4499,60,Action,0.930372601,FALSE,8,441,FALSE
20510,0.906854421,S.T.A.L.K.E.R.: Clear Sky,"500,000 .. 1,000,000",999,0,Action,0.879663057,TRUE,8,267,TRUE
205100,0.83981436,Dishonored,"1,000,000 .. 2,000,000",999,0,Action,0.97416228,FALSE,5,1199,FALSE
205710,0.784073065,EverQuest,"500,000 .. 1,000,000",0,0,Other,0.786163522,TRUE,1,469,FALSE
206420,0.872028439,Saints Row IV,"2,000,000 .. 5,000,000",1499,0,Action,0.907934036,TRUE,8,503,FALSE
207140,0.865512745,SpeedRunners,"2,000,000 .. 5,000,000",1499,0,Action,0.937889414,TRUE,19,0,FALSE
208580,0.845875337,STAR WARS Knights of the Old Republic II - The Sith Lords,"1,000,000 .. 2,000,000",999,0,RPG,0.931649163,FALSE,5,479,FALSE
208650,0.92061148,Batman: Arkham Knight,"2,000,000 .. 5,000,000",1999,0,Action,0.808397577,FALSE,9,-1469,FALSE
20900,0.869409908,The Witcher: Enhanced Edition Director's Cut,"2,000,000 .. 5,000,000",999,0,Action,0.89027223,FALSE,10,352,FALSE
209000,0.898463842,Batman: Arkham Origins,"2,000,000 .. 5,000,000",1999,0,Action,0.871129781,TRUE,9,552,FALSE
20920,0.893194913,The Witcher 2: Assassins of Kings Enhanced Edition,"2,000,000 .. 5,000,000",1999,0,RPG,0.902801644,FALSE,12,646,FALSE
211420,0.838661541,DARK SOULS: Prepare To Die Edition,"2,000,000 .. 5,000,000",0,0,Action,0.915154259,TRUE,10,318,FALSE
211500,0.892745362,RaceRoom Racing Experience,"2,000,000 .. 5,000,000",0,0,Other,0.70430288,TRUE,5,552,FALSE
211820,0.854492691,Starbound,"2,000,000 .. 5,000,000",1499,0,Action,0.930305187,TRUE,1,1219,FALSE
212160,0.859857374,Vindictus,"1,000,000 .. 2,000,000",0,0,Action,0.703227691,TRUE,1,154,FALSE
212200,0.883194162,Mabinogi,"500,000 .. 1,000,000",0,0,Action,0.748026524,TRUE,1,2112,TRUE
212500,0.8904182,The Lord of the Rings Online,"2,000,000 .. 5,000,000",0,0,Other,0.808765238,TRUE,3,814,FALSE
212680,0.878363841,FTL: Faster Than Light,"2,000,000 .. 5,000,000",999,0,Other,0.960054569,FALSE,10,-6,FALSE
212740,0.774113058,TERA - Action MMORPG,"1,000,000 .. 2,000,000",0,0,Action,0.7768,TRUE,4,2111,TRUE
213670,0.853357987,South Park: The Stick of Truth,"2,000,000 .. 5,000,000",2999,0,Action,0.975638524,FALSE,8,803,TRUE
214950,0.835732964,Total War: ROME II - Emperor Edition,"2,000,000 .. 5,000,000",5999,0,Strategy,0.794631292,TRUE,9,783,FALSE
215930,0.843333744,Jagged Alliance 2 - Wildfire,"500,000 .. 1,000,000",699,0,RPG,0.756331878,FALSE,5,835,FALSE
216150,0.768608759,MapleStory,"1,000,000 .. 2,000,000",0,0,Action,0.692580803,TRUE,1,5579,FALSE
21690,0.879841223,Resident Evil 5,"1,000,000 .. 2,000,000",1999,75,Action,0.869986631,TRUE,11,3530,FALSE
218230,0.763802497,PlanetSide 2,"5,000,000 .. 10,000,000",0,0,Action,0.821509891,TRUE,7,13,FALSE
218510,0.875222094,Planets Under Attack,"200,000 .. 500,000",999,0,Other,0.723593287,TRUE,8,2945,FALSE
218620,0.889691333,PAYDAY 2,"10,000,000 .. 20,000,000",999,0,Action,0.884494949,TRUE,10,708,TRUE
219740,0.882225933,Don't Starve,"5,000,000 .. 10,000,000",999,0,Adventure,0.967702451,TRUE,2,888,FALSE
219990,0.908914188,Grim Dawn,"5,000,000 .. 10,000,000",2499,0,Action,0.932479821,TRUE,13,17,FALSE
220,0.88827351,Half-Life 2,"10,000,000 .. 20,000,000",999,0,Action,0.973510352,TRUE,18,4927,FALSE
220200,0.868860964,Kerbal Space Program,"2,000,000 .. 5,000,000",3999,0,Other,0.944763294,FALSE,9,136,FALSE
220240,0.869420077,Far Cry 3,"2,000,000 .. 5,000,000",1999,0,Action,0.901944905,TRUE,17,884,TRUE
221040,0.892216972,Resident Evil 6,"2,000,000 .. 5,000,000",2999,0,Action,0.800506846,TRUE,8,1987,TRUE
221100,0.85409728,DayZ,"5,000,000 .. 10,000,000",4499,0,Action,0.679476519,TRUE,12,317,TRUE
221380,0.89323257,Age of Empires II (2013),"5,000,000 .. 10,000,000",1999,0,Strategy,0.955739911,TRUE,11,3537,FALSE
221680,0.88071954,Rocksmith 2014 Edition - Remastered,"500,000 .. 1,000,000",999,0,Casual,0.921595917,FALSE,6,271,FALSE
222880,0.918938418,Insurgency,"2,000,000 .. 5,000,000",1499,0,Action,0.916153777,TRUE,11,1069,TRUE
22320,0.895209548,The Elder Scrolls III: Morrowind Game of the Year Edition,"1,000,000 .. 2,000,000",1499,0,RPG,0.953301222,FALSE,3,7958,TRUE
22330,0.901885081,The Elder Scrolls IV: Oblivion Game of the Year Edition,"1,000,000 .. 2,000,000",1499,0,RPG,0.956396478,FALSE,5,1592,FALSE
223470,0.904570704,POSTAL 2,"5,000,000 .. 10,000,000",999,0,Action,0.957665573,TRUE,5,1480,FALSE
22370,0.836301187,Fallout 3: Game of the Year Edition,"1,000,000 .. 2,000,000",1999,0,RPG,0.779612051,FALSE,5,594,TRUE
223750,0.890144601,DCS World Steam Edition,"2,000,000 .. 5,000,000",0,0,Other,0.832964344,TRUE,7,1142,FALSE
22380,0.881351892,Fallout: New Vegas,"2,000,000 .. 5,000,000",999,0,Action,0.964068041,FALSE,5,962,FALSE
223850,0.797087841,3DMark,"500,000 .. 1,000,000",2999,0,Other,0.928210551,FALSE,8,360,TRUE
224260,0.86934984,No More Room in Hell,"5,000,000 .. 10,000,000",0,0,Action,0.896036576,TRUE,17,1026,FALSE
22490,0.894891634,Fallout: New Vegas,"500,000 .. 1,000,000",999,0,Action,0.955976772,FALSE,5,517,FALSE
224900,0.873175489,Iron Sky: Invasion,"100,000 .. 200,000",1999,0,Action,0.583574879,FALSE,7,1887,FALSE
225540,0.896030318,Just Cause 3,"2,000,000 .. 5,000,000",1999,0,Action,0.806432181,TRUE,10,495,TRUE
225840,0.89578283,Sven Co-op,"2,000,000 .. 5,000,000",0,0,Action,0.929588608,FALSE,1,343,FALSE
226840,0.901775958,Age of Wonders III,"1,000,000 .. 2,000,000",2999,0,RPG,0.799341176,TRUE,5,1500,FALSE
226860,0.864405669,Galactic Civilizations III,"500,000 .. 1,000,000",2999,0,Other,0.767047817,TRUE,4,-27,FALSE
227300,0.555883617,Euro Truck Simulator 2,"10,000,000 .. 20,000,000",1999,0,Other,0.975739566,FALSE,24,672,FALSE
227940,0.891452148,Heroes & Generals,"10,000,000 .. 20,000,000",0,0,Action,0.677383983,TRUE,12,432,TRUE
228180,0.895366496,Action! - Gameplay Recording and Streaming,"100,000 .. 200,000",3999,0,Other,0.85098671,FALSE,18,218,FALSE
228200,0.881811672,Company of Heroes,"1,000,000 .. 2,000,000",1999,0,Action,0.941876341,TRUE,11,0,TRUE
228280,0.904760972,Baldur's Gate: Enhanced Edition,"1,000,000 .. 2,000,000",1999,0,Adventure,0.909054366,TRUE,15,4513,TRUE
228380,0.805353364,Wreckfest,"1,000,000 .. 2,000,000",2999,0,Action,0.859293992,TRUE,12,1024,TRUE
230290,0.889179796,Universe Sandbox,"500,000 .. 1,000,000",2999,0,Casual,0.957002801,FALSE,26,-32879,TRUE
230410,0.872548721,Warframe,"20,000,000 .. 50,000,000",0,0,Action,0.906080344,TRUE,14,2132,FALSE
231120,0.843213902,Euro Truck Simulator 2 Demo,"0 .. 20,000",0,0,Simulation,0.968798942,FALSE,23,220,TRUE
231430,0.87638965,Company of Heroes 2,"2,000,000 .. 5,000,000",1299,0,Strategy,0.779337774,TRUE,8,108,FALSE
232090,0.849289586,Killing Floor 2,"2,000,000 .. 5,000,000",999,0,Action,0.879802217,TRUE,12,7123,TRUE
232890,0.898306464,Stronghold Crusader 2,"1,000,000 .. 2,000,000",3999,0,Simulation,0.681879878,TRUE,10,0,TRUE
233450,0.879569483,Prison Architect,"2,000,000 .. 5,000,000",2999,0,Other,0.908574713,TRUE,15,1741,FALSE
233860,0.971256561,Kenshi,"1,000,000 .. 2,000,000",2999,0,Action,0.946801595,FALSE,9,-4797,FALSE
234140,0.829255597,Mad Max,"2,000,000 .. 5,000,000",1999,0,Action,0.91342379,TRUE,9,5631,TRUE
234330,0.856749446,MARVEL Puzzle Quest,"500,000 .. 1,000,000",0,0,Casual,0.695652174,TRUE,7,363,TRUE
236110,0.875232177,Dungeon Defenders II,"2,000,000 .. 5,000,000",0,0,Action,0.76548125,TRUE,1,1638,FALSE
236390,0.895257683,War Thunder,"20,000,000 .. 50,000,000",0,0,Action,0.79865225,TRUE,18,1044,TRUE
236430,0.602078254,DARK SOULS II,"1,000,000 .. 2,000,000",3999,0,Action,0.891336927,TRUE,10,354,FALSE
236690,0.859324191,Blood Bowl 2,"500,000 .. 1,000,000",1999,0,Sports,0.779451858,TRUE,6,-24,FALSE
236850,0.901164521,Europa Universalis IV,"2,000,000 .. 5,000,000",3999,0,Simulation,0.858769182,TRUE,4,1080,TRUE
236870,0.854769972,HITMAN,"2,000,000 .. 5,000,000",0,0,Action,0.822275575,FALSE,10,4422,FALSE
237310,0.873191087,Elsword,"1,000,000 .. 2,000,000",0,0,Action,0.756047162,TRUE,3,1220,FALSE
238010,0.874463808,Deus Ex: Human Revolution - Director's Cut,"1,000,000 .. 2,000,000",1999,0,Action,0.921359532,FALSE,5,1316,TRUE
238090,0.870767805,Sniper Elite 3,"1,000,000 .. 2,000,000",2999,0,Action,0.814729844,TRUE,13,11086,FALSE
238320,0.892905029,Outlast,"2,000,000 .. 5,000,000",1999,0,Action,0.961656566,TRUE,9,718,TRUE
238460,0.847146566,BattleBlock Theater,"2,000,000 .. 5,000,000",1499,0,Action,0.972553257,TRUE,11,307,FALSE
238960,0.699151053,Path of Exile,"10,000,000 .. 20,000,000",0,0,Action,0.926397172,TRUE,7,506,FALSE
239030,0.868345788,"Papers, Please","2,000,000 .. 5,000,000",999,0,Adventure,0.968134663,FALSE,9,420,TRUE
239140,0.891193304,Dying Light,"5,000,000 .. 10,000,000",2999,0,Action,0.95019327,FALSE,17,169,TRUE
239820,0.858098228,Game Dev Tycoon,"1,000,000 .. 2,000,000",999,0,Casual,0.953693094,FALSE,17,171,TRUE
240,0.797618331,Counter-Strike: Source,"10,000,000 .. 20,000,000",999,0,Action,0.961164816,TRUE,12,7575,TRUE
24010,0.883062662,Train Simulator 2021,"1,000,000 .. 2,000,000",2999,0,Simulation,0.673787502,FALSE,8,152,FALSE
240720,0.832568969,Getting Over It with Bennett Foddy,"2,000,000 .. 5,000,000",799,0,Action,0.824589593,FALSE,5,1391,TRUE
241930,0.890174927,Middle-earth: Shadow of Mordor,"2,000,000 .. 5,000,000",1999,0,Other,0.921747763,FALSE,8,148,TRUE
24200,0.894385371,DC Universe Online,"2,000,000 .. 5,000,000",0,0,Action,0.794833552,TRUE,1,8138,TRUE
242050,0.876352398,Assassin’s Creed IV Black Flag,"2,000,000 .. 5,000,000",3999,0,Action,0.895168525,TRUE,16,381,FALSE
242760,0.821594942,The Forest,"5,000,000 .. 10,000,000",1999,0,Action,0.948279201,FALSE,16,274,TRUE
242920,0.872567124,Banished,"2,000,000 .. 5,000,000",1999,0,Other,0.901542309,FALSE,1,177,FALSE
244210,0.832214276,Assetto Corsa,"1,000,000 .. 2,000,000",1999,0,Other,0.909169725,TRUE,4,3009,FALSE
244450,0.905053868,Men of War: Assault Squad 2,"1,000,000 .. 2,000,000",2999,0,Action,0.902685936,TRUE,9,784,FALSE
244850,0.861966884,Space Engineers,"2,000,000 .. 5,000,000",1999,0,Action,0.883656563,TRUE,16,939,TRUE
245620,0.911738546,Tropico 5,"1,000,000 .. 2,000,000",1999,0,RPG,0.782147316,TRUE,7,775,TRUE
246620,0.870030034,Plague Inc: Evolved,"2,000,000 .. 5,000,000",1499,66,Casual,0.943607987,TRUE,15,3681,TRUE
246900,0.824831871,Viscera Cleanup Detail,"1,000,000 .. 2,000,000",1299,0,Other,0.929752375,TRUE,1,2348,FALSE
24780,0.906857836,SimCity 4 Deluxe Edition,"1,000,000 .. 2,000,000",1999,0,Simulation,0.795342943,TRUE,8,5011,TRUE
24790,0.892551016,Command & Conquer 3: Tiberium Wars,"500,000 .. 1,000,000",1499,0,Strategy,0.903297593,TRUE,9,405,FALSE
